3kgft1U-KAVOH73Tnhm1Gw,Bliss Cafe,36,4.0,San Luis Obispo,CA
c8zOgLyDNaOZ4BHrnZyrqw,Mom's House Convenience Store,16,4.0,Amherst,MA
P9M_XkKxOQhRjfgLiXAtdA,Dunkin' Donuts,4,4.5,Atlanta,GA
Ah4i15g8Ow_zphzcpulTxQ,The Bread Company,51,3.5,Urbana,IL
vJqGJq1S5kw8miW2TagRww,Auntie Anne's,6,2.5,Philadelphia,PA
iAmR0i9RFMeq-PjnkWCaJQ,Supple Skin Boutique,2,5.0,Houston,TX
lFw3tZgBN7wjOzEYsmHQQQ,The Lost Sock,3,3.5,Austin,TX
MNKK33fOslLvmzT5_wZXtw,Bombay Mart,3,3.5,Pittsburgh,PA
fyadM2YZpdCac-OH__H09Q,Starbucks,9,4.0,Cambridge,MA
1lh90tYBpEDWVJONPu_3zQ,Central Square Farmers Market,20,4.5,Cambridge,MA
YVlNo_aIX0CNp4R7ZAKbFg,Bruegger's Bagels,5,3.0,Pittsburgh,PA
_tnLEdv1H_JYEcfWSpNFow,Seven Eleven,10,3.0,Philadelphia,PA
hnMMIRkc9dsfRPzGYS3BVQ,The Little Bean Coffee Bar,3,3.5,Kitchener,ON
NY8E-FmJX7eQ9y4KN9eKTA,Triphammer Wines and Spirits,3,4.0,Ithaca,NY
pZL6Bn8b3fq25qw4A3eR5g,Kool Korners Grocery,42,4.5,Atlanta,GA
TZb3l8Za-V_fVlTlX1JYdg,Duane Reade,3,2.0,New York,NY
xykRSl2pIWQao3Feqm0Ekg,Smoothie King,10,3.5,Austin,TX
Iw8vfrGo2j77GUMLAlKhIQ,Chapel Hill Farmers Market,4,4.0,Chapel Hill,NC
Ms03lguwrirbrOe9UqOtPA,Belinda's Cocina,6,4.5,San Diego,CA
OITxz6cZqw2Y1LD-sHTOCw,Starbucks Coffee,12,3.0,Princeton,NJ
0Z2RFiSWwHIANWOR_jorrg,Tacos Perez,9,5.0,Los Angeles,CA
wk0kLlvG88NdnoJI_MtZXg,West Burton Coffee and Tea,3,4.5,Los Angeles,CA
3uUfb4kLIGC4Vn2ztUxrJw,Kobe Buffet,10,2.5,Latham,NY
LNdmk-ZXmTE8a2xQGL3OeQ,Yogurt Park,502,4.0,Berkeley,CA
Ra7lW1zMygGmX6_Jumpe_w,Float,9,5.0,Pasadena,CA
9AVc_Qg2hn6s0q9BW4cttA,Starbucks,5,3.5,Ann Arbor,MI
rfVF0ScHLPZW9ZyjvP6zYg,Wildcat Creek Winery,8,4.5,Lafayette,IN
AMGe9WK6bxiEkTYNj_cx0w,The Coffee Tree Roasters,35,3.5,Pittsburgh,PA
adlxS3GdRV3DIgOd1BGo-A,College Perk Coffeehouse,17,4.0,College Park,MD
C8xsHOj5XNNZu3zQCpdkrQ,Starbucks,2,4.5,Los Angeles,CA
CkZ4EyE9bpS1Wl9zejMHfQ,Yali's Stanley Hall Cafe,69,3.0,Berkeley,CA
YiUSTVnIzWynwh4o3pDKxw,Vons,18,3.5,Claremont,CA
_3zpIUnDykKUAhcMxB2UgQ,Route 66 Diner,10,3.0,West Lafayette,IN
TnNM0hvm0E5Uf9pnbwjt1w,Stanford Law School Cafe,9,2.5,Stanford,CA
jQxo3YAeTHMlCxKrig6sbg,Charlie Food,4,5.0,Philadelphia,PA
RopMmRJyxtUH0ZCjltwP3Q,Savor the Central Coast,2,3.0,San Luis Obispo,CA
iJzwK3qLFulaK4MNVMrdDw,Postcrypt Coffeehouse,5,4.0,New York,NY
0ATNn2vTik9sHEdzCs-mpQ,Uncle Ricky's Bagel Heaven,7,4.0,Troy,NY
KuLi91b-N_0XY_3IA72RJQ,MexiPhilly Food Cart,9,3.0,Philadelphia,PA
qnH_8XayoYj-1okCCwyK3g,Zanzibar Cafe,59,3.5,La Jolla,CA
rO-I1eS_92gzFkclW2ZvNg,Bollo's Cafe & Bakery,13,3.5,Blacksburg,VA
GCgu0btCydmDs2XuU0dAmg,Coffee King,6,4.0,Providence,RI
rQ3Cb2HkctL4FgbJZmxA1A,Joe Canals Discount Liquor Outlet,23,3.5,Lawrenceville,NJ
Dq02EVJCc6Qck3eFywZyTw,Harlem's Meats,4,4.5,Manhattan,NY
jMALC3AdVtg6duBB-X7ZYw,Dhaba Joy,44,4.5,Austin,TX
DkrywnO8eqRfMVECYbigUw,The Kroger Company,2,4.0,Blacksburg,VA
2z_AhOddiSb3tWHOk64-0g,H & A Supermarket,17,4.0,Langley Park,MD
RTtjmOACubX5UwQeXEss1A,Clear Conscience Cafe,162,3.0,Cambridge,MA
wbpbaWBfU54JbjLIDwERQA,Guptill's Coney Express,18,4.0,Cohoes,NY
mN-ZcMa0nceD8Ji332MAGA,Down City Food & Cocktails,7,3.0,Providence,RI
5jfJyABI5zAUk79IZXHtrw,El Puerto Seafood Corp,7,4.0,New York,NY
ciyCvvGMTxYKTc96ztIA5g,Gobble Green,89,1.5,Los Angeles,CA
PFppNi9rZWAw5f8e5J41MQ,Crema Cafe,507,4.0,Cambridge,MA
b17gs8dxq0XpYBb0iqRoMQ,USC Shop Café,5,4.0,Los Angeles,CA
apEAY5-3KSX5Ob8wNdBxAw,Reggie's Liquor & Jr Mkt,2,2.0,Los Angeles,CA
NIHG3dGnAH74J4mypsPlWw,Mariakakis Fine Food & Wine,5,5.0,Chapel Hill,NC
96FhXcSyvcbSh_of3re41A,Texas Expresso,13,4.0,Austin,TX
D-AwiafqYVi1dofhj0Vueg,Walgreens,3,3.5,Chapel Hill,NC
uQoiBtVSSqxIWR1bZbgtFA,International Foods and Spices,11,4.0,Philadelphia,PA
Yn_1J4gwtm2MzQIU7yHJ8w,Tutti Frutti,10,4.0,Pasadena,CA
4tAj-C-8PAtfOfPHCHwa6g,Roma Importing Co,8,3.5,Latham,NY
j0nfkOogyh43lFcuUMlVsQ,Stan's Deli,7,4.5,Philadelphia,PA
KF1ngA96RBiRM5h8V7IQ2g,Cool Ice Taipei,11,3.5,Pittsburgh,PA
YOknlHsf3Z2hKO9Uk7w_3g,The Ida and Cecil Green Faculty Club,8,4.0,La Jolla,CA
1Arp9hcvzepOtG2vOGmXbQ,Espresso Royale,34,3.0,Ann Arbor,MI
YnXHQH8B6NbLSUmH9rJkaA,Bagel Barn,23,4.0,Princeton,NJ
LUIIqzt3NnBB8OisXoGOjA,Gimme Coffee,9,4.5,Ithaca,NY
13QoMNJEso1llYbkFoMHAg,Franklin Sweets,5,3.0,Chapel Hill,NC
4bOMQup-yl5ILkygbxhtyA,Chang Foods C F Luncheon Wagon,2,3.0,Cambridge,MA
0b98YTfhRFLQGRA7GxfalA,Polkadots Cupcake Factory,164,4.0,Austin,TX
e_DghzXDvJ2m31wlwWqGbA,Village Bottle Shoppe,3,4.5,Lafayette,IN
TQMSIyKf1W6uD4pGi6n-cQ,Sugar Lips Mini Donuts,3,4.5,San Luis Obispo,CA
iLYBo2Y_q3SXMl0JEljzvg,14th St Citgo,2,1.0,Atlanta,GA
1t4ZsUipgXJ5GZXwkjging,Greenhouse Cafe,4,2.0,Cambridge,MA
PBtIwMBdapbV1TSdAWrbhQ,Espresso Royale Cafe,12,3.0,Ann Arbor,MI
tEkUEOsxj9h0pzClYrGXMQ,Bar Guiliani,4,4.5,Champaign,IL
l5OkGRs1o_JvtBjI81MPMw,Key Food Mart,4,3.0,Chapel Hill,NC
SZ8wQ0u11V3gCkOI8JEVCQ,CoCo's Cupcake Cafe,16,3.0,Pittsburgh,PA
v50-nvBCZNf7nCNbyUlQLw,Crepes Parisiennes,63,4.0,Pittsburgh,PA
UX5bCQXsSUDdS3G-3WokTg,Oaxacalifornia Juice Bar and Ice Cream,17,4.0,Los Angeles,CA
7QrOH27ATjpyduMgAYQ51Q,Troy Market,22,4.5,Troy,NY
B__5VkrJRzh99A8vccGNeQ,Kebab Master,11,3.5,Los Angeles,CA
d9W8ameOnGszf9ZTbo6z5Q,The Bagel Hole,5,4.5,Princeton Junction,NJ
2faHaK3FPhfzFvJZ5i3U9w,White Hut,8,3.5,Amherst,MA
QwcCoo2vNXM_z1h3OdARKw,Tops Friendly Markets,3,2.5,Ithaca,NY
htkrEPPQg6iH2QoBDjrEJw,Fresh Donuts Inc,2,5.0,Philadelphia,PA
IoL6l_mU7JB_uylOhwf1qw,The Chocolate Bar,141,4.0,Houston,TX
51VOCZHznHW5U_nVmY8euw,Root Beer Joe's Sandwich Shop,77,4.0,Pasadena,CA
JI2Nb1vvgtELvMA9JkIFDg,Littlefield Patio Cafe,13,2.5,Austin,TX
Ft_Jpq0BmBq43Dp6v2Wg6Q,The Coca Cola Company,15,4.0,Atlanta,GA
d_KFya2Ga7jYBk0Da84Qdg,Manna International Foods & Gifts,10,4.0,Ann Arbor,MI
LLTnKM7lRgxtImsJI-1xVQ,Dnipro,2,4.5,Cohoes,NY
X9OB8N7ZlmMlncHzeO_pmg,Buy the Book,3,3.0,Lafayette,IN
4BxbX_N9Ba2B1X3O6akEYw,The Spot,18,4.0,Claremont,CA
v6rCXXeFdHX32Glbrs7o5g,Cups Coffee,2,5.0,San Diego,CA
uPvM9by48kKU_070aZTioQ,Ithaca To Go,2,3.0,Ithaca,NY
WSz858vysyiAWFRkDw82Iw,The Burke Museum Cafe,5,3.5,Seattle,WA
kCX913tNDOy_oCsI4-Ty_Q,La Boulangerie,7,2.5,Palo Alto,CA
8DwDpMO5AFm4gB9sQgLPBg,Dunkin Donuts,10,2.5,Cambridge,MA
6E4qfgHlGwm7eDQOtlcxaQ,Cherry On Top,207,4.0,Pasadena,CA
zDutnd9reYnTXCJFSNgEgQ,Olde Port Fresh Seafood Market and Grill,5,4.0,San Luis Obispo,CA
bZwS_Ep-akzcJvQJqQqnHA,Lindt Chocolate,5,4.0,Princeton,NJ
hizOy2ESSnxJWJdb3s_tFw,Planet Smoothie,6,3.5,Pittsburgh,PA
wmbE33a3AsW-nhjbaagHzw,Seven Shores Urban Market and Cafe,6,4.0,Waterloo,ON
vnMkIv4KNMUoXwtb4ljezA,Scoop DeVille,4,4.0,Philadelphia,PA
6QZR4ToHKlse0yhqpU5ijg,Babette,26,4.0,Berkeley,CA
atnFVYafrD79Zdsh8AWphQ,Amherst Wines & Spirits,3,5.0,Amherst,MA
YdsPB-Wl4CEo56qaFTTlGQ,Reeds Coffee and Tea House,9,4.5,Philadelphia,PA
5KNda1IXjbUf8XPfTzWpdQ,Lincoln Market & Deli,33,4.0,San Luis Obispo,CA
p84sZneV0yPaAn6UpB8cew,Menchie's,27,4.0,Seattle,WA
JT23bhY1mFme-EJdHjeMow,Pane e Cioccolata,13,3.0,Berkeley,CA
zS1laW4NDtDwZ9ZtvpPL-w,Westwood Farmer's Market,15,4.0,Los Angeles,CA
djjAPzG2_yeIvMc2ohY82g,Berripop Frozen Yogurt,12,3.5,Houston,TX
3wEb_nwAfA2v_lAdBrO5Sw,Noah's Bagels,40,3.0,Seattle,WA
ul75XTRcDjOY7ldJdQGSjw,Iorio's Gelateria,23,4.0,Ann Arbor,MI
-2YrXfEi4vuriNgdDq4fFw,Charles Square Farmers Market,7,4.0,Cambridge,MA
rC3AvYl2N1lUR9l8vVNvTA,Pappy's Sweet Shop,4,2.5,West Lafayette,IN
aXwFizrNvzPfwq0DZBXYaA,GNC,3,1.5,Los Angeles,CA
tjflM9icU-y6xqNntOXtOQ,Far East,16,4.0,Champaign,IL
sEa9uC6NwnPUsoc12pP5gg,Peet's Coffee & Tea,42,3.0,Palo Alto,CA
gKZJ2Ev79fUK7VoTOjBmAQ,Maryland Food Collective,4,4.5,College Park,MD
hGbtJYVdJ-EYSgXdGvps6g,Red Oak Diner & Bakery,9,3.5,Princeton,NJ
KJ-iJMYzF9r-V4D0Pu99hQ,The Coffee Haus,3,4.5,Austin,TX
v-aqClRx-UjIX9FyrcMc8A,Omar's Hot dogs,2,5.0,Austin,TX
z2-4-SSHYQI5cOShuZ4emg,West 109 Gourmet Deli,19,4.0,New York,NY
EkTueIrzkg-woglk5VBidQ,Cafe Royale,2,4.0,West Lafayette,IN
kPqgNf8l9acWauOD6ty8Kg,Cow & Crumb Baking Company,27,5.0,Cambridge,MA
rEM_hLSzT6Q_xnJ0yRoxag,Copper Kettle Brewing Company,5,5.0,Pittsburgh,PA
fTSnCqv9XiDZkUCA1XZ7Mw,Bakeshop,154,3.0,Atlanta,GA
0LtFE_pQ9R0rXUknlnFGrw,Mayfield Bakery & Cafe,493,3.0,Palo Alto,CA
SWwP5Na6Z_-rrrt7z0yVmQ,Pvd Pudding Pops,14,4.0,Providence,RI
o_PfZdnoykPzb4TvZZiX0g,Old Country Buffet,2,3.0,Latham,NY
s0-xvfpUIG0OR-8fBr_QTg,Culver's,5,4.0,Lafayette,IN
yBiznjIxR5MNkiv-V2a7UQ,Bistro Bakery,5,4.0,West Lafayette,IN
UZFBK4pU-VcEt1N4IoYCRA,Hannaford Supermarkets,6,4.5,Latham,NY
YEj1bcDxT6ybkHLrZpWzOA,Coffee Club,4,5.0,Pasadena,CA
2fTayx8rmxVAz23BSVH1aA,Rue-Bis,16,4.0,Providence,RI
Eg3b39dC_Z2xtod6N64-Tg,Vendome Wine & Spirits,2,4.0,Pasadena,CA
ndb5hbNa97bghHQPn_TwNw,Uncommon Grounds,2,1.0,Urbana,IL
3WFnzu8D6S_T7guXZIOp7A,The Bauer Bakery & Cafe,2,3.5,Waterloo,ON
HLTy85yV2H8Wj3LlC_kQxw,Meat Science Laboratory,12,5.0,Urbana,IL
wzDTQ2rBUyVLptcWXQv3oQ,Rice N Spice International Grocery Store,24,4.5,Philadelphia,PA
g7FLxGhwr5BiJdRV-nt7xA,Curbside,9,3.0,Los Angeles,CA
EUhH6r8AJz5XFLE-ZBrALg,Net Appetit,29,4.0,Stanford,CA
2JdCSsfcRQt0L_8DN3ttKA,Kuro Kuma Espresso & Coffee,15,4.5,New York,NY
MF8l_0vWjjNgv5dOuf3w0g,Garden of Eden Gourmet,30,4.0,New York,NY
omWaVK0lzIcA4lk_rBebbw,Sweet Berry,8,2.5,Pittsburgh,PA
QeK3lOP-CTZS72YgeXiiqA,The Piggery,47,4.5,Ithaca,NY
SHtPuf5OMcGHyyS1WitA3w,Culture Club 101,2,4.5,Pasadena,CA
KI1Zi-hx66M0TouCUPjLVA,Redberry Frozen Yogurt,12,2.5,Plainsboro Township,NJ
tD_YwlEwNAiNbze-YHtmIw,Yes! Organic Market,8,3.5,Hyattsville,MD
GGzgUd6k6aOHPp7PrT6d6g,Ralphs,40,3.0,Westwood,CA
aaYS5GEVhQLn1kbsR3V6uQ,La Maison de Creme,2,4.5,Los Angeles,CA
3_wGZvtdYzj7rBjaxdHAEA,Ba Le Bakery,23,4.0,Hyattsville,MD
5fHRx5_Zi6CJM0MFlOvH1g,Imperial Bakery,13,4.0,Los Angeles,CA
B2b37HiD0aJ6z1ehJHbn7w,Hatfield Beef Co,2,4.0,Hatfield,MA
Y7ehe7zpS4zf8SjOltf9sw,Araya's Place,356,4.0,Seattle,WA
8GUMO244E8CxfJcyJIWFOA,El Charro,21,4.5,Champaign,IL
nwqqhE3OaumDpqA53KG7qA,Bagel Place of College Park,69,4.0,College Park,MD
Q_deVFdT-IMXb616fzWB5Q,Tedeschi Food Shops,2,2.5,Providence,RI
lgSO-bzx0USaPe34zdLyCw,Starbucks,13,3.0,Philadelphia,PA
nrY4PxuZFND6Y1Tm4xNFbQ,Saffron Homestyle Indian Cuisine,2,5.0,San Luis Obispo,CA
XmYHiNs11r7943qzJTMr-g,Mellinger Beer Distributor Inc,2,3.5,Pittsburgh,PA
G9A4F5Oi2v0lEkqf27Igzg,Boba Loca,58,2.0,Los Angeles,CA
MP91un3yhD0De8v5tFmasw,Uncle Louie G,2,3.0,Princeton,NJ
XQnLig8bPXq-tuWWG_PRsw,Gnc,3,3.0,Cambridge,MA
kiBxQwgpaZ0HpILQE7Fevw,Flayvors of Cook Farm,33,4.5,Hadley,MA
eZE0FdYB9rUvbuPS4fNyYA,Arturo's Bakery & Cafe,57,4.5,Austin,TX
WIPyIGaZodZUzvEtJzPvJw,Ralph's Grocery,58,3.0,Los Angeles,CA
Vj1fFI5-CjEEQM1z3UQPqQ,Starbucks Coffee,3,4.5,Philadelphia,PA
86sXJvuh3R5XVuZxG3Ju4A,Cambridgeport Farmers Market,6,3.5,Cambridge,MA
gZtJyb2oEpwo1rnovDVPfA,Intermezzo Café,9,3.5,Urbana,IL
kcuz8QtDYfyFwVt1sWCHyw,Brusters's Old Fashioned Ice Cream & Yogurt,3,4.0,Pittsburgh,PA
R_Kzmwc7kvELL5dnmjIsTw,Eclair Pastries,10,3.0,Berkeley,CA
m3kV6876EfjBT2S_8GBKPA,Popovich Cafe,6,2.0,Los Angeles,CA
EMe4EFs_-CdQU9S6EDS75Q,Yogurtrush,5,2.5,Ann Arbor,MI
bP_HZle1uUaILvSaS_cYbQ,Walgreens,2,4.0,Champaign,IL
JV5oa5-KGdiWnqrKPoxSug,Absolute Bagels,387,4.5,New York,NY
bLSQiJx_M9vZwO7TLBrBIA,Literatea,12,4.0,Los Angeles,CA
yA-D2JsM279hh07O47Xf7g,International House Dining Hall,2,2.5,Manhattan,NY
Gp602l0Q7xdw4l9TUGL7DA,Walgreens,12,2.5,Cambridge,MA
URAVn-03nM58of8xIj3VhQ,Voltage Coffee & Art,163,4.5,Cambridge,MA
Bs_kC3tZJs99qDY_IxD4lQ,Austin-Rita's,65,4.0,Austin,TX
T6Nz9WeKnAeihmWEPCk9qQ,C Town Supermarket,6,2.5,New York,NY
Q_XaVU8MgXajaY5vAFkwNA,Five Guys Burgers & Fries,15,4.0,Ithaca,NY
mIAgF-t2jQAYzgk7tsJ4kA,Kolache Factory,10,4.0,Houston,TX
1qC6cPKdl5CKTgaGrmfSFQ,Health Hut,53,4.5,Los Angeles,CA
cNq0UgS7biGPSx39cxWd-Q,The Coffee Bar,2,3.0,College Park,MD
K-vSs3Odmjz-CySE1YbzeA,The Beer Store 4166,2,4.5,Kitchener,ON
oLvV8WLyIKaO9HFMf_cYfg,Insomnia Cookies,34,3.5,Philadelphia,PA
aJwYBAIxsNKHnrlHnEaQnQ,Henion Bakery,8,5.0,Amherst,MA
rbc9eyODP68T_DFzIYuNNQ,Le Pain Quotidien,135,3.5,Los Angeles,CA
9xfhNHDEGYyqqPFPfpt71w,The Healthy Haven,4,4.0,Kitchener,ON
nZZ8Laq5Y6487G7J1kXXPw,The Farmers Market at Harvard,11,4.5,Cambridge,MA
-wmSlz6kOt99viC6eH0mGQ,Breaking Bread Bakery,2,4.0,San Luis Obispo,CA
G3UQvnx2axEZ_GVF_adM-w,Smiarowski Farm Stand,4,4.5,Sunderland,MA
a79PKJkJw0-agf3rZEsIFA,Central Coast Brewing,34,4.5,San Luis Obispo,CA
lpO3OYtZfib2bFqmEBzcoQ,Laughing Buddha,2,2.5,Seattle,WA
8l5wJML6I0gbjX8G7WESpQ,Relaxtation Cafe,2,4.0,Los Angeles,CA
yFaKiy8M22zuRi5xSkQLQQ,Coffee Bean & Tea Leaf,37,3.5,Claremont,CA
qcOlY8UY0shMG5QGXiMt6w,Adlong Groceries & Produce,4,2.5,Los Angeles,CA
JLyP3zNKUb1VFD0MVj0ZxQ,Last Drop Cafe,96,4.5,Claremont,CA
Du3-304Qfm8m4REQEoQesA,Design Coffee,2,3.0,Seattle,WA
4beo3TF9YNribKAL8D3RRQ,Grande Pizza Delivery,5,3.5,Berkeley,CA
20zyJfgJ0Ks3v5gy2k2XGQ,My Fit Foods Medical Center,3,3.5,Houston,TX
ozmMymxyx_EPnCGlIGe1lw,Cafe Rio,26,3.0,Berkeley,CA
e0K9zhY_twFNOS98EwPNJw,McCord Candies,8,3.5,Lafayette,IN
Qf4e6amvsjdKgz-b02gvUg,The Fresh Grocer,103,2.0,Philadelphia,PA
_-NeBiPBmm8nf-Eq7_o0_A,Starbucks,14,4.0,Cambridge,MA
ZxDrqC_OeZMISQ9ZwiA8UQ,The Big Red Barn Graduate and Professional Student Center,2,4.5,Ithaca,NY
QpgRPWVFLtQrk6vQJk7wRw,UCLA Store - Lu Valle Commons,15,2.5,Los Angeles,CA
FhL1HJfAIk8BU9H6q7HxYQ,Jamba Juice,26,3.5,La Jolla,CA
QQQd2EbqnxbebErbVc1UAw,Godiva Chocolatier,2,2.5,Cambridge,MA
96HiVWRmcKwP2dJh4TSEpA,Baskin Robbins,5,2.5,Los Angeles,CA
IDJ3ptQyY7_lRILLJrAeYQ,We Olive,11,4.0,San Luis Obispo,CA
j9tMEV719PzFcc_wp8mzlw,Sweetheart Cafe,338,3.5,Berkeley,CA
jh_owKpd10vqcKnrGGuDBw,Carmen's Cafe,17,4.0,Troy,NY
GkYn-SOBchBmhXuD-TZHgw,LePage's Market,4,4.0,Cohoes,NY
_UNnXpOAs0Uz5-1O4ZsJHg,Ausanda Chocolate,6,4.5,Waterloo,ON
o0WYo6-P0PRdShWYGDazZQ,Browns Brewing Co.: The Taproom,118,3.5,Troy,NY
CtZdyDocKYqL95NHhNc5tg,Koffee Klatsch,2,4.0,San Luis Obispo,CA
XLGB1s0Wr7YnLqdwUL-Xlw,Starbucks,12,4.0,NA,NA
1wz7l5OyVoUlvPDRy59ZMA,Golden Bear Cafe,28,3.0,Berkeley,CA
WAAYgXdq-1zdo5Je-pq3kg,Columbia Street Roastery by Herriott's,11,5.0,Champaign,IL
ZOu3ShdJO3Nl8WX3P5K5kg,Red Feet Wine Market,12,5.0,Ithaca,NY
18NlgiRTcSo4NNsM_xs-OA,Kosmo,50,3.5,Ann Arbor,MI
I9HkukHxVok66arjAq_qwg,Sugar Mountain,2,3.5,Waterloo,ON
4GhWBA0LrFVZiWcVkaECsA,Coffee Bean & Tea Leaf,2,5.0,Berkeley,CA
bSs6PgwqIa7QeimK7gokOQ,Lincoln Street Diner,26,4.5,Ithaca,NY
QGQktGth_Yk_suJP5Dw_Pw,Jimmy V's Sports Cafe,18,3.5,Stanford,CA
7oC0qcOg-XSt4Xo1_u-9XA,Amherst Fish Market,2,3.5,Amherst,MA
lFlO5Mob4XfW0p174NL7zA,Yogli Mogli,9,3.5,Atlanta,GA
7LQgO9CBIOzzkWs4ydJ9JQ,Ithaca Beer Co,29,4.0,Ithaca,NY
i7K6TFkrVsFEGtuX-ZJikA,Powell's Sweet Shoppe,34,4.0,San Luis Obispo,CA
_hmURvTcQ9qEjB_BjOR5mA,The State Diner,17,3.0,Ithaca,NY
D7dGgNFXFJZ8nck4nbbvTg,Gelateria Lisa,5,4.0,Troy,NY
BwRGLWXXo9vIZHugdDnAKQ,Don Chon Taco Truck,3,4.5,Los Angeles,CA
yxNfdN-N20dRI-13hA9tbw,New Frontiers Natural Foods,45,4.0,San Luis Obispo,CA
e9iDzpjO_yJ7zn3l7ION6g,Jamba Juice,39,3.5,La Jolla,CA
roEQNfyPi3jRv3WFFr-f_g,Sprinkles Cupcakes,638,3.5,La Jolla,CA
YPgEcihzLlVBtnHbIBmgOw,Seattle's Best Coffee,24,3.5,Los Angeles,CA
WYnXpXym2DMtwchDcbilmg,Area Four,160,4.0,Cambridge,MA
of-jKY4l-Sf2zvDVErNvZQ,Shoppers Food Warehouse,14,3.0,College Park,MD
0Kh0rV32K98T-ksPldv8uw,Atrium Restaurant,3,1.5,Cambridge,MA
WctBkzqclbWlmuxP72nv6g,Trader Joe's,152,4.5,Los Angeles,CA
9muH4AjOpTpo1FhEaiJrIg,17th Street Homestyle,2,4.5,Philadelphia,PA
p1o1nyNbfpbnEFlxr3GwKw,Lucile Packard Children's Hospital Cafeteria,4,3.5,Palo Alto,CA
7YhSxqSKDTXN3-PAhGsmhg,Sweet Acorn,5,5.0,Los Angeles,CA
zrN108VsXtdau1vBGmGarA,Godiva Chocolatier,17,3.5,Palo Alto,CA
WYZwMUaniKF2W-0nwUIbdQ,Peet's Coffee & Tea,8,3.5,Stanford,CA
4dnYY1clI8Z3Oj2oLWVwag,The Daily Grind Espresso Cafe,10,4.0,Chapel Hill,NC
